path,mean_intensity,std_intensity,min_intensity,max_intensity,skewness,kurtosis,entropy,haralick_1,haralick_2,haralick_3,haralick_4,haralick_5,haralick_6,haralick_7,haralick_8,haralick_9,haralick_10,haralick_11,haralick_12,haralick_13
DATA\Rotated\Test\barrel_jellyfish\rotated_10_08.jpg,126.08085538903062,67.22095497314605,0,255,-0.17932434897262955,-0.8076655838029656,7.729490095265338,0.0022804262436850486,368.6171588850858,0.9587751437326463,4474.6626643403,0.18505124843680115,253.4856354028119,17530.033498476085,8.695857481896295,13.089637016470691,0.00018254221829187183,4.9742901111922055,-0.30810165531020867,0.9954452282687748
DATA\Rotated\Test\barrel_jellyfish\rotated_10_16.jpg,123.84255420918367,69.39015884242913,0,251,-0.012972092780229302,-0.891420100004781,7.716985056622224,0.0016013004031920717,132.7090485341264,0.9860989417267416,4777.101443162786,0.2880079681286599,248.7783467195773,18975.69672411701,8.698279561120762,12.123407803152407,0.0003913372725336496,3.9434683598839007,-0.43048279736610595,0.9992975026861934
DATA\Rotated\Test\barrel_jellyfish\rotated_10_23.jpg,124.54193239795919,73.32783520669366,0,254,-0.06307036236548934,-1.1410872213736545,7.822079371991676,0.0014603154527460898,580.4784282372963,0.94567764366682,5345.524323877235,0.183727175917593,250.1088650261202,20801.618867271634,8.797857689169152,13.264532064405046,0.0001772451750919668,5.149797948372791,-0.3059269969193317,0.9955855373887719
DATA\Rotated\Test\barrel_jellyfish\rotated_10_43.jpg,121.1903300382653,68.55969201028701,0,254,0.009870972940492573,-0.9649184602485907,7.7334580004322655,0.0015034623917856331,184.18211936373717,0.98025923872301,4668.029263033042,0.31059546450600567,243.38711889871678,18487.934932768418,8.715322117510645,11.97577085497159,0.0004525817707490492,3.7851216886584274,-0.4528474982315872,0.999510684883729
DATA\Rotated\Test\barrel_jellyfish\rotated_10_50.jpg,123.30440848214286,71.84996742222984,0,255,-0.05048796119346677,-1.0448613175157304,7.784254580934306,0.0017668076103406238,380.1329882741243,0.9629971432188562,5138.6663381648505,0.24365411254411812,247.53850434084887,20174.532364385268,8.756989805289447,12.721663461740867,0.0002737702273376971,4.593888000767486,-0.3676589974908648,0.9982186107657486
DATA\Rotated\Test\barrel_jellyfish\rotated_15_08.jpg,124.24870455994898,69.39890529366406,0,255,-0.21374159525852798,-0.8460971210888291,7.611644859395817,0.005069082652968964,361.90006080725396,0.9621164324728882,4779.599414342449,0.2036765388318433,249.7191389159603,18756.49759656251,8.560727464103525,12.839996432312367,0.0001917210203338328,4.938885573761157,-0.31532028037809035,0.9956674222462162
DATA\Rotated\Test\barrel_jellyfish\rotated_15_16.jpg,121.53011399872449,71.39702211978522,0,250,-0.026414248265480562,-0.9254502508177676,7.605675066411682,0.003964896052394031,132.32946215811126,0.9869260523879437,5064.027262751393,0.3017602235801573,244.1330028396768,20123.779588847443,8.570927095381709,11.920110599569528,0.00039572195286749685,3.9362596370457776,-0.43456953769316053,0.9992842098237735
DATA\Rotated\Test\barrel_jellyfish\rotated_15_23.jpg,122.3209303252551,75.26572175666415,0,254,-0.06972788571518762,-1.1732244299400145,7.7123606916675955,0.0037278359326691508,568.186349096927,0.949573940090098,5636.179509933558,0.20583921597994043,245.64558130513822,21976.531690637297,8.673618918750197,13.016021638409914,0.00018865857001704086,5.105382887266159,-0.3143904112999409,0.9958856763119772
DATA\Rotated\Test\barrel_jellyfish\rotated_15_43.jpg,118.63484534438776,70.54595563597385,0,254,0.0048912126953851555,-0.9910967647533666,7.622675139367136,0.0037751885692102268,183.2762178597283,0.9814710233624571,4948.21365182039,0.32481922676508007,238.24828023243123,19609.578389421833,8.58881627441511,11.779482552032153,0.00045593249152289296,3.774176426517727,-0.4564533942429346,0.9994966788281836
DATA\Rotated\Test\barrel_jellyfish\rotated_15_50.jpg,120.3852838010204,74.37926395307596,0,254,-0.04849268027573207,-1.1112570833796944,7.68405547217398,0.004168591242138141,377.60017340862476,0.9657365600411201,5511.9300635978925,0.2578612199195959,241.7046276308665,21670.120080982924,8.640479447113846,12.50429847589622,0.0002816099760312982,4.56818906576315,-0.374946465610506,0.9983173796986271
DATA\Rotated\Test\barrel_jellyfish\rotated_20_08.jpg,122.25701530612245,71.33281828734998,0,255,-0.2183481719023494,-0.9111626673398718,7.508374598633666,0.008600349589831578,350.89278117306526,0.9652790674647507,5055.76483134448,0.22180543012793638,245.68642773744418,19872.16654420482,8.441322134167864,12.617450397548932,0.00020501459362270245,4.892873268662151,-0.3219769002542297,0.9958569704917216
